Date,Yield,Country,Pred Type
2007Q1,4.05406666666667,France,Train
2007Q2,4.3879,France,Train
2007Q3,4.44283333333333,France,Train
2007Q4,4.328,France,Train
2008Q1,4.08286666666667,France,Train
2008Q2,4.46983333333333,France,Train
2008Q3,4.48466666666667,France,Train
2008Q4,3.89993333333333,France,Train
2009Q1,3.64236666666667,France,Train
2009Q2,3.78776666666667,France,Train
2009Q3,3.63573333333333,France,Train
2009Q4,3.5294,France,Train
2010Q1,3.48373333333333,France,Train
2010Q2,3.1835,France,Train
2010Q3,2.7816,France,Train
2010Q4,3.01923333333333,France,Train
2011Q1,3.55193333333333,France,Train
2011Q2,3.53656666666667,France,Train
2011Q3,3.00943333333333,France,Train
2011Q4,3.1863,France,Train
2012Q1,3.0499,France,Train
2012Q2,2.77156666666667,France,Train
2012Q3,2.2106,France,Train
2012Q4,2.1119,France,Train
2013Q1,2.16026666666667,France,Train
2013Q2,1.9621,France,Train
2013Q3,2.365,France,Train
2013Q4,2.33003333333333,France,Train
2014Q1,2.2629,France,Train
2014Q2,1.85866666666667,France,Train
2014Q3,1.43873333333333,France,Train
2014Q4,1.10546666666667,France,Train
2015Q1,0.5934,France,Train
2015Q2,0.839766666666667,France,Train
2015Q3,1.0411,France,Train
2015Q4,0.893166666666667,France,Train
2016Q1,0.648133333333333,France,Train
2016Q2,0.471233333333333,France,Train
2016Q3,0.1695,France,Train
2016Q4,0.582666666666667,France,Train
2017Q1,0.9718,France,Train
2017Q2,0.784466666666667,France,Train
2017Q3,0.748533333333334,France,Train
2017Q4,0.734633333333334,France,Train
2018Q1,0.892,France,Train
2018Q2,0.771133333333333,France,Train
2018Q3,0.711866666666667,France,Train
2018Q4,0.761433333333333,France,Train
2001Q1,4.749469697,Germany,Train
2001Q2,4.95823763966667,Germany,Train
2001Q3,4.88427404466667,Germany,Train
2001Q4,4.59439161433333,Germany,Train
2002Q1,4.98107575766667,Germany,Train
2002Q2,5.113488456,Germany,Train
2002Q3,4.61405828466667,Germany,Train
2002Q4,4.42569588233333,Germany,Train
2003Q1,4.04515873,Germany,Train
2003Q2,3.85963492066667,Germany,Train
2003Q3,4.09132411066667,Germany,Train
2003Q4,4.28845232666667,Germany,Train
2004Q1,4.064810214,Germany,Train
2004Q2,4.221020202,Germany,Train
2004Q3,4.111212121,Germany,Train
2004Q4,3.75158008666667,Germany,Train
2005Q1,3.60165079366667,Germany,Train
2005Q2,3.304278499,Germany,Train
2005Q3,3.16868341833333,Germany,Train
2005Q4,3.34145743166667,Germany,Train
2006Q1,3.47708498,Germany,Train
2006Q2,3.93939393933333,Germany,Train
2006Q3,3.882574189,Germany,Train
2006Q4,3.757448166,Germany,Train
2007Q1,4.00224242433333,Germany,Train
2007Q2,4.330543024,Germany,Train
2007Q3,4.34250724633333,Germany,Train
2007Q4,4.19252731933333,Germany,Train
2008Q1,3.92668603333333,Germany,Train
2008Q2,4.254126984,Germany,Train
2008Q3,4.26230221466667,Germany,Train
2008Q4,3.495957666,Germany,Train
2009Q1,3.07266594533333,Germany,Train
2009Q2,3.325878788,Germany,Train
2009Q3,3.302082,Germany,Train
2009Q4,3.18824458866667,Germany,Train
2010Q1,3.176557971,Germany,Train
2010Q2,2.780655844,Germany,Train
2010Q3,2.422121212,Germany,Train
2010Q4,2.597734488,Germany,Train
2011Q1,3.142468599,Germany,Train
2011Q2,3.097448166,Germany,Train
2011Q3,2.26212623133333,Germany,Train
2011Q4,1.93469696966667,Germany,Train
2012Q1,1.83442279933333,Germany,Train
2012Q2,1.42050163266667,Germany,Train
2012Q3,1.358170619,Germany,Train
2012Q4,1.36742579266667,Germany,Train
2013Q1,1.470090909,Germany,Train
2013Q2,1.34026046166667,Germany,Train
2013Q3,1.72958247066667,Germany,Train
2013Q4,1.74569818266667,Germany,Train
2014Q1,1.60766017333333,Germany,Train
2014Q2,1.34930952366667,Germany,Train
2014Q3,0.997300646,Germany,Train
2014Q4,0.699618819666667,Germany,Train
2015Q1,0.306424242333333,Germany,Train
2015Q2,0.490172249,Germany,Train
2015Q3,0.657554112666667,Germany,Train
2015Q4,0.526624098,Germany,Train
2016Q1,0.258261904666667,Germany,Train
2016Q2,0.0834415583333333,Germany,Train
2016Q3,-0.123371917666667,Germany,Train
2016Q4,0.147665223666667,Germany,Train
2017Q1,0.285723320333333,Germany,Train
2017Q2,0.270798460666667,Germany,Train
2017Q3,0.382981366666667,Germany,Train
2017Q4,0.325841307666667,Germany,Train
2018Q1,0.554356421666667,Germany,Train
2018Q2,0.419047619,Germany,Train
2018Q3,0.311971673333333,Germany,Train
2018Q4,0.300080214,Germany,Train
2001Q1,5.32666666666667,Greece,Train
2001Q2,5.47,Greece,Train
2001Q3,5.38666666666667,Greece,Train
2001Q4,5.03333333333333,Greece,Train
2002Q1,5.35333333333333,Greece,Train
2002Q2,5.46333333333333,Greece,Train
2002Q3,4.96333333333333,Greece,Train
2002Q4,4.71,Greece,Train
2003Q1,4.31,Greece,Train
2003Q2,4.07,Greece,Train
2003Q3,4.24333333333333,Greece,Train
2003Q4,4.44666666666667,Greece,Train
2004Q1,4.29666666666667,Greece,Train
2004Q2,4.46333333333333,Greece,Train
2004Q3,4.31333333333333,Greece,Train
2004Q4,3.95,Greece,Train
2005Q1,3.76666666666667,Greece,Train
2005Q2,3.6,Greece,Train
2005Q3,3.41,Greece,Train
2005Q4,3.56333333333333,Greece,Train
2006Q1,3.77333333333333,Greece,Train
2006Q2,4.28,Greece,Train
2006Q3,4.19333333333333,Greece,Train
2006Q4,4.03333333333333,Greece,Train
2007Q1,4.26,Greece,Train
2007Q2,4.57,Greece,Train
2007Q3,4.65666666666667,Greece,Train
2007Q4,4.51333333333333,Greece,Train
2008Q1,4.39333333333333,Greece,Train
2008Q2,4.81666666666667,Greece,Train
2008Q3,4.96666666666667,Greece,Train
2008Q4,5.03333333333333,Greece,Train
2009Q1,5.72333333333333,Greece,Train
2009Q2,5.35,Greece,Train
2009Q3,4.65666666666667,Greece,Train
2009Q4,4.96666666666667,Greece,Train
2010Q1,6.24,Greece,Train
2010Q2,8.3,Greece,Train
2010Q3,10.7933333333333,Greece,Train
2010Q4,11.0333333333333,Greece,Train
2011Q1,11.8566666666667,Greece,Train
2011Q2,15.4966666666667,Greece,Train
2011Q3,16.61,Greece,Train
2011Q4,19.0333333333333,Greece,Train
2012Q1,24.7366666666667,Greece,Train
2012Q2,25.4,Greece,Train
2012Q3,23.69,Greece,Train
2012Q4,16.1633333333333,Greece,Train
2013Q1,11.1433333333333,Greece,Train
2013Q2,10.24,Greece,Train
2013Q3,10.23,Greece,Train
2013Q4,8.60333333333333,Greece,Train
2014Q1,7.59333333333333,Greece,Train
2014Q2,6.17,Greece,Train
2014Q3,6.02666666666667,Greece,Train
2014Q4,7.92666666666667,Greece,Train
2015Q1,9.90666666666667,Greece,Train
2015Q2,11.46,Greece,Train
2015Q3,9.4,Greece,Train
2015Q4,7.81,Greece,Train
2016Q1,9.53666666666667,Greece,Train
2016Q2,8.19666666666666,Greece,Train
2016Q3,8.17333333333334,Greece,Train
2016Q4,7.53333333333333,Greece,Train
2017Q1,7.24333333333333,Greece,Train
2017Q2,6.10666666666667,Greece,Train
2017Q3,5.48,Greece,Train
2017Q4,5.08333333333333,Greece,Train
2018Q1,4.06666666666667,Greece,Train
2018Q2,4.24,Greece,Train
2018Q3,4.07666666666667,Greece,Train
2018Q4,4.35666666666667,Greece,Train
2001Q1,8.32,Hungary,Train
2001Q2,8.16,Hungary,Train
2001Q3,7.82333333333333,Hungary,Train
2001Q4,7.47666666666667,Hungary,Train
2002Q1,6.84666666666667,Hungary,Train
2002Q2,7.16333333333333,Hungary,Train
2002Q3,7.51,Hungary,Train
2002Q4,6.82333333333333,Hungary,Train
2003Q1,6.50666666666667,Hungary,Train
2003Q2,6.11333333333333,Hungary,Train
2003Q3,7.01333333333333,Hungary,Train
2003Q4,7.46,Hungary,Train
2004Q1,8.36666666666667,Hungary,Train
2004Q2,8.36333333333333,Hungary,Train
2004Q3,8.48,Hungary,Train
2004Q4,7.95666666666667,Hungary,Train
2005Q1,7.04333333333333,Hungary,Train
2005Q2,6.84,Hungary,Train
2005Q3,5.87666666666667,Hungary,Train
2005Q4,6.63333333333333,Hungary,Train
2006Q1,6.79,Hungary,Train
2006Q2,7.03666666666667,Hungary,Train
2006Q3,7.54,Hungary,Train
2006Q4,7.09666666666667,Hungary,Train
2007Q1,6.90333333333333,Hungary,Train
2007Q2,6.63,Hungary,Train
2007Q3,6.68333333333333,Hungary,Train
2007Q4,6.76,Hungary,Train
2008Q1,7.7,Hungary,Train
2008Q2,8.2,Hungary,Train
2008Q3,7.95666666666667,Hungary,Train
2008Q4,9.09666666666666,Hungary,Train
2009Q1,10.3533333333333,Hungary,Train
2009Q2,10.2633333333333,Hungary,Train
2009Q3,8.37333333333333,Hungary,Train
2009Q4,7.50333333333333,Hungary,Train
2010Q1,7.49,Hungary,Train
2010Q2,7.08,Hungary,Train
2010Q3,7.16666666666667,Hungary,Train
2010Q4,7.39,Hungary,Train
2011Q1,7.461,Hungary,Train
2011Q2,7.12666666666667,Hungary,Train
2011Q3,7.49396825333333,Hungary,Train
2011Q4,8.46,Hungary,Train
2012Q1,8.94666666666667,Hungary,Train
2012Q2,8.46666666666667,Hungary,Train
2012Q3,7.4,Hungary,Train
2012Q4,6.75,Hungary,Train
2013Q1,6.3,Hungary,Train
2013Q2,5.58333333333333,Hungary,Train
2013Q3,6.08333333333333,Hungary,Train
2013Q4,5.72666666666667,Hungary,Train
2014Q1,5.82,Hungary,Train
2014Q2,5.02333333333333,Hungary,Train
2014Q3,4.55,Hungary,Train
2014Q4,3.84333333333333,Hungary,Train
2015Q1,3.18,Hungary,Train
2015Q2,3.57666666666667,Hungary,Train
2015Q3,3.61,Hungary,Train
2015Q4,3.36333333333333,Hungary,Train
2016Q1,3.28333333333333,Hungary,Train
2016Q2,3.22666666666667,Hungary,Train
2016Q3,2.86333333333333,Hungary,Train
2016Q4,3.2,Hungary,Train
2017Q1,3.46666666666667,Hungary,Train
2017Q2,3.12333333333333,Hungary,Train
2017Q3,2.97,Hungary,Train
2017Q4,2.29,Hungary,Train
2018Q1,2.40333333333333,Hungary,Train
2018Q2,2.92,Hungary,Train
2018Q3,3.45666666666667,Hungary,Train
2018Q4,3.45333333333333,Hungary,Train
2001Q1,5.52333333333333,Iceland,Train
2001Q2,5.26333333333333,Iceland,Train
2001Q3,5.14333333333333,Iceland,Train
2001Q4,5.11333333333333,Iceland,Train
2002Q1,5.30666666666667,Iceland,Train
2002Q2,5.37666666666667,Iceland,Train
2002Q3,5.25566666666667,Iceland,Train
2002Q4,4.98833333333333,Iceland,Train
2003Q1,4.73333333333333,Iceland,Train
2003Q2,4.43333333333333,Iceland,Train
2003Q3,4.19123333333333,Iceland,Train
2003Q4,4.26666666666667,Iceland,Train
2004Q1,4.05333333333333,Iceland,Train
2004Q2,3.87,Iceland,Train
2004Q3,3.74333333333333,Iceland,Train
2004Q4,3.63333333333333,Iceland,Train
2005Q1,3.52,Iceland,Train
2005Q2,3.57333333333333,Iceland,Train
2005Q3,3.62,Iceland,Train
2005Q4,4.10333333333333,Iceland,Train
2006Q1,4.29,Iceland,Train
2006Q2,4.22356666666667,Iceland,Train
2006Q3,4.28133333333333,Iceland,Train
2006Q4,4.7322,Iceland,Train
2007Q1,4.78181919666667,Iceland,Train
2007Q2,4.71500027,Iceland,Train
2007Q3,4.90684916333333,Iceland,Train
2007Q4,5.44479765,Iceland,Train
2008Q1,4.65372779666667,Iceland,Train
2008Q2,4.39848588,Iceland,Train
2008Q3,4.10316533,Iceland,Train
2008Q4,4.04536765333333,Iceland,Train
2009Q1,4.76438101,Iceland,Train
2009Q2,4.31333333333333,Iceland,Train
2009Q3,4.24333333333333,Iceland,Train
2009Q4,3.87666666666667,Iceland,Train
2010Q1,3.78,Iceland,Train
2010Q2,3.59333333333333,Iceland,Train
2010Q3,3.26333333333333,Iceland,Train
2010Q4,3.33666666666667,Iceland,Train
2011Q1,3.10666666666667,Iceland,Train
2011Q2,3.03666666666667,Iceland,Train
2011Q3,3.11666666666667,Iceland,Train
2011Q4,2.52666666666667,Iceland,Train
2012Q1,2.16666666666667,Iceland,Train
2012Q2,2.38,Iceland,Train
2012Q3,2.25,Iceland,Train
2012Q4,2.31,Iceland,Train
2013Q1,2.36333333333333,Iceland,Train
2013Q2,2.63,Iceland,Train
2013Q3,2.42666666666667,Iceland,Train
2013Q4,2.78666666666667,Iceland,Train
2014Q1,3.15666666666667,Iceland,Train
2014Q2,3.17333333333333,Iceland,Train
2014Q3,3.29666666666667,Iceland,Train
2014Q4,3.18,Iceland,Train
2015Q1,2.81333333333333,Iceland,Train
2015Q2,2.79333333333333,Iceland,Train
2015Q3,2.45333333333333,Iceland,Train
2015Q4,2.58333333333333,Iceland,Train
2016Q1,2.71666666666667,Iceland,Train
2016Q2,2.83666666666667,Iceland,Train
2016Q3,2.85,Iceland,Train
2016Q4,2.7,Iceland,Train
2017Q1,2.58,Iceland,Train
2017Q2,2.27,Iceland,Train
2017Q3,2.10666666666667,Iceland,Train
2017Q4,1.90666666666667,Iceland,Train
2018Q1,1.92666666666667,Iceland,Train
2018Q2,1.96333333333333,Iceland,Train
2018Q3,1.84666666666667,Iceland,Train
2018Q4,1.63333333333333,Iceland,Train
2012Q1,8.26716666666667,India,Train
2012Q2,8.45216666666667,India,Train
2012Q3,8.155888889,India,Train
2012Q4,8.163,India,Train
2013Q1,7.87333333333333,India,Train
2013Q2,7.57816666666667,India,Train
2013Q3,8.2185,India,Train
2013Q4,8.76983333333333,India,Train
2014Q1,8.80466666666667,India,Train
2014Q2,8.79066666666667,India,Train
2014Q3,8.56916666666666,India,Train
2014Q4,8.18066666666667,India,Train
2015Q1,7.783,India,Train
2015Q2,7.83205555566667,India,Train
2015Q3,7.77783333333333,India,Train
2015Q4,7.71183333333333,India,Train
2016Q1,7.65766666666667,India,Train
2016Q2,7.40616666666667,India,Train
2016Q3,7.1195,India,Train
2016Q4,6.64033333333333,India,Train
2017Q1,6.9635,India,Train
2017Q2,6.95466666666667,India,Train
2017Q3,6.62466666666667,India,Train
2017Q4,7.15416666666667,India,Train
2018Q1,7.46516666666667,India,Train
2018Q2,7.777,India,Train
2018Q3,7.882,India,Train
2018Q4,7.69316666666667,India,Train
2001Q1,4.98666666666667,Ireland,Train
2001Q2,5.2,Ireland,Train
2001Q3,5.08333333333333,Ireland,Train
2001Q4,4.77666666666667,Ireland,Train
2002Q1,5.21333333333333,Ireland,Train
2002Q2,5.35666666666667,Ireland,Train
2002Q3,4.86,Ireland,Train
2002Q4,4.61,Ireland,Train
2003Q1,4.14,Ireland,Train
2003Q2,3.93333333333333,Ireland,Train
2003Q3,4.12333333333333,Ireland,Train
2003Q4,4.33333333333333,Ireland,Train
2004Q1,4.10666666666667,Ireland,Train
2004Q2,4.28666666666667,Ireland,Train
2004Q3,4.13333333333333,Ireland,Train
2004Q4,3.78,Ireland,Train
2005Q1,3.56333333333333,Ireland,Train
2005Q2,3.29,Ireland,Train
2005Q3,3.14666666666667,Ireland,Train
2005Q4,3.31666666666667,Ireland,Train
2006Q1,3.48,Ireland,Train
2006Q2,3.94666666666667,Ireland,Train
2006Q3,3.88,Ireland,Train
2006Q4,3.75333333333333,Ireland,Train
2007Q1,4.02666666666667,Ireland,Train
2007Q2,4.37666666666667,Ireland,Train
2007Q3,4.43666666666667,Ireland,Train
2007Q4,4.38333333333333,Ireland,Train
2008Q1,4.21,Ireland,Train
2008Q2,4.64333333333333,Ireland,Train
2008Q3,4.69,Ireland,Train
2008Q4,4.56,Ireland,Train
2009Q1,5.53666666666667,Ireland,Train
2009Q2,5.44666666666667,Ireland,Train
2009Q3,5.09333333333333,Ireland,Train
2009Q4,4.82333333333333,Ireland,Train
2010Q1,4.69666666666667,Ireland,Train
2010Q2,4.97666666666667,Ireland,Train
2010Q3,5.58666666666667,Ireland,Train
2010Q4,7.69666666666667,Ireland,Train
2011Q1,9.17333333333334,Ireland,Train
2011Q2,10.62,Ireland,Train
2011Q3,10.1766666666667,Ireland,Train
2011Q4,8.43666666666666,Ireland,Train
2012Q1,7.21,Ireland,Train
2012Q2,7.03,Ireland,Train
2012Q3,5.77,Ireland,Train
2012Q4,4.67666666666667,Ireland,Train
2013Q1,3.93,Ireland,Train
2013Q2,3.76,Ireland,Train
2013Q3,3.91666666666667,Ireland,Train
2013Q4,3.55333333333333,Ireland,Train
2014Q1,3.22666666666667,Ireland,Train
2014Q2,2.68333333333333,Ireland,Train
2014Q3,2.01666666666667,Ireland,Train
2014Q4,1.54333333333333,Ireland,Train
2015Q1,1.04666666666667,Ireland,Train
2015Q2,1.21,Ireland,Train
2015Q3,1.35666666666667,Ireland,Train
2015Q4,1.11666666666667,Ireland,Train
2016Q1,0.963333333333334,Ireland,Train
2016Q2,0.82,Ireland,Train
2016Q3,0.43,Ireland,Train
2016Q4,0.73,Ireland,Train
2017Q1,1.03333333333333,Ireland,Train
2017Q2,0.813333333333333,Ireland,Train
2017Q3,0.766666666666666,Ireland,Train
2017Q4,0.593333333333333,Ireland,Train
2018Q1,1.01666666666667,Ireland,Train
2018Q2,0.946666666666667,Ireland,Train
2018Q3,0.873333333333334,Ireland,Train
2018Q4,0.966666666666667,Ireland,Train
2001Q1,5.39666666666667,Israel,Train
2001Q2,5.98625,Israel,Train
2001Q3,7.328428,Israel,Train
2001Q4,6.99457633333333,Israel,Train
2002Q1,6.74585833333333,Israel,Train
2002Q2,9.17410033333333,Israel,Train
2002Q3,9.69954333333333,Israel,Train
2002Q4,11.3128476666667,Israel,Train
2003Q1,11.2672696666667,Israel,Train
2003Q2,8.62010266666666,Israel,Train
2003Q3,8.28378666666666,Israel,Train
2003Q4,7.36597633333333,Israel,Train
2004Q1,7.24666666666667,Israel,Train
2004Q2,7.77333333333333,Israel,Train
2004Q3,7.81,Israel,Train
2004Q4,7.41666666666667,Israel,Train
2005Q1,6.72666666666667,Israel,Train
2005Q2,6.36,Israel,Train
2005Q3,6.13666666666667,Israel,Train
2005Q4,6.22333333333333,Israel,Train
2006Q1,6.37333333333333,Israel,Train
2006Q2,6.52333333333333,Israel,Train
2006Q3,6.47666666666667,Israel,Train
2006Q4,5.88333333333333,Israel,Train
2007Q1,5.42333333333333,Israel,Train
2007Q2,5.10666666666667,Israel,Train
2007Q3,5.93333333333333,Israel,Train
2007Q4,5.75333333333333,Israel,Train
2008Q1,5.81666666666667,Israel,Train
2008Q2,5.92333333333333,Israel,Train
2008Q3,6.02666666666667,Israel,Train
2008Q4,5.92666666666667,Israel,Train
2009Q1,4.83333333333333,Israel,Train
2009Q2,5.18,Israel,Train
2009Q3,5.22666666666667,Israel,Train
2009Q4,5.01333333333333,Israel,Train
2010Q1,5.0,Israel,Train
2010Q2,4.84333333333333,Israel,Train
2010Q3,4.40666666666667,Israel,Train
2010Q4,4.48666666666667,Israel,Train
2011Q1,5.01333333333333,Israel,Train
2011Q2,5.33,Israel,Train
2011Q3,4.93666666666667,Israel,Train
2011Q4,4.64,Israel,Train
2012Q1,4.60666666666667,Israel,Train
2012Q2,4.52333333333333,Israel,Train
2012Q3,4.30666666666667,Israel,Train
2012Q4,4.16,Israel,Train
2013Q1,4.01666666666667,Israel,Train
2013Q2,3.69666666666667,Israel,Train
2013Q3,3.85333333333333,Israel,Train
2013Q4,3.61666666666667,Israel,Train
2014Q1,3.56666666666667,Israel,Train
2014Q2,3.12,Israel,Train
2014Q3,2.63333333333333,Israel,Train
2014Q4,2.22333333333333,Israel,Train
2015Q1,1.78,Israel,Train
2015Q2,1.97,Israel,Train
2015Q3,2.35666666666667,Israel,Train
2015Q4,2.17333333333333,Israel,Train
2016Q1,1.94,Israel,Train
2016Q2,1.80666666666667,Israel,Train
2016Q3,1.73333333333333,Israel,Train
2016Q4,2.03666666666667,Israel,Train
2017Q1,2.14,Israel,Train
2017Q2,2.08,Israel,Train
2017Q3,1.81333333333333,Israel,Train
2017Q4,1.60333333333333,Israel,Train
2018Q1,1.65,Israel,Train
2018Q2,1.82666666666667,Israel,Train
2018Q3,2.17333333333333,Israel,Train
2018Q4,2.32666666666667,Israel,Train
2001Q1,5.16466666666667,Italy,Train
2001Q2,5.37366666666667,Italy,Train
2001Q3,5.27333333333333,Italy,Train
2001Q4,4.93666666666667,Italy,Train
2002Q1,5.25066666666667,Italy,Train
2002Q2,5.35366666666667,Italy,Train
2002Q3,4.85166666666667,Italy,Train
2002Q4,4.68066666666667,Italy,Train
2003Q1,4.24,Italy,Train
2003Q2,4.16,Italy,Train
2003Q3,4.33333333333333,Italy,Train
2003Q4,4.45,Italy,Train
2004Q1,4.27603333333333,Italy,Train
2004Q2,4.4626,Italy,Train
2004Q3,4.3226,Italy,Train
2004Q4,3.97346666666667,Italy,Train
2005Q1,3.74236666666667,Italy,Train
2005Q2,3.53693333333333,Italy,Train
2005Q3,3.39146666666667,Italy,Train
2005Q4,3.55092,Italy,Train
2006Q1,3.7212,Italy,Train
2006Q2,4.26646666666667,Italy,Train
2006Q3,4.171,Italy,Train
2006Q4,4.0259,Italy,Train
2007Q1,4.2397,Italy,Train
2007Q2,4.54396666666667,Italy,Train
2007Q3,4.63913333333333,Italy,Train
2007Q4,4.52623333333333,Italy,Train
2008Q1,4.37776666666667,Italy,Train
2008Q2,4.77853333333333,Italy,Train
2008Q3,4.9042,Italy,Train
2008Q4,4.66376666666667,Italy,Train
2009Q1,4.5385,Italy,Train
2009Q2,4.4591,Italy,Train
2009Q3,4.1923,Italy,Train
2009Q4,4.05483333333333,Italy,Train
2010Q1,4.0233,Italy,Train
2010Q2,4.02853333333333,Italy,Train
2010Q3,3.89666666666667,Italy,Train
2010Q4,4.19433333333333,Italy,Train
2011Q1,4.78,Italy,Train
2011Q2,4.8042,Italy,Train
2011Q3,5.49316666666667,Italy,Train
2011Q4,6.61366666666667,Italy,Train
2012Q1,5.71046666666667,Italy,Train
2012Q2,5.7876,Italy,Train
2012Q3,5.69066666666667,Italy,Train
2012Q4,4.78196666666667,Italy,Train
2013Q1,4.447,Italy,Train
2013Q2,4.20696666666667,Italy,Train
2013Q3,4.4595,Italy,Train
2013Q4,4.15223333333333,Italy,Train
2014Q1,3.63886666666667,Italy,Train
2014Q2,3.09043333333333,Italy,Train
2014Q3,2.60876666666667,Italy,Train
2014Q4,2.23473333333333,Italy,Train
2015Q1,1.5177,Italy,Train
2015Q2,1.78946666666667,Italy,Train
2015Q3,1.9337,Italy,Train
2015Q4,1.61493333333333,Italy,Train
2016Q1,1.489,Italy,Train
2016Q2,1.47386666666667,Italy,Train
2016Q3,1.2232,Italy,Train
2016Q4,1.75966666666667,Italy,Train
2017Q1,2.24803333333333,Italy,Train
2017Q2,2.168,Italy,Train
2017Q3,2.15013333333333,Italy,Train
2017Q4,1.88553333333333,Italy,Train
2018Q1,2.01016666666667,Italy,Train
2018Q2,2.23243333333333,Italy,Train
2018Q3,2.921,Italy,Train
2018Q4,3.278,Italy,Train
2001Q1,1.364,Japan,Train
2001Q2,1.239,Japan,Train
2001Q3,1.33133333333333,Japan,Train
2001Q4,1.34166666666667,Japan,Train
2002Q1,1.44733333333333,Japan,Train
2002Q2,1.36233333333333,Japan,Train
2002Q3,1.22666666666667,Japan,Train
2002Q4,1.01633333333333,Japan,Train
2003Q1,0.796,Japan,Train
2003Q2,0.589666666666667,Japan,Train
2003Q3,1.26066666666667,Japan,Train
2003Q4,1.36666666666667,Japan,Train
2004Q1,1.31966666666667,Japan,Train
2004Q2,1.61066666666667,Japan,Train
2004Q3,1.59633333333333,Japan,Train
2004Q4,1.444,Japan,Train
2005Q1,1.35133333333333,Japan,Train
2005Q2,1.21266666666667,Japan,Train
2005Q3,1.37,Japan,Train
2005Q4,1.485,Japan,Train
2006Q1,1.63466666666667,Japan,Train
2006Q2,1.902,Japan,Train
2006Q3,1.741,Japan,Train
2006Q4,1.68433333333333,Japan,Train
2007Q1,1.658,Japan,Train
2007Q2,1.763,Japan,Train
2007Q3,1.69466666666667,Japan,Train
2007Q4,1.54633333333333,Japan,Train
2008Q1,1.36766666666667,Japan,Train
2008Q2,1.65966666666667,Japan,Train
2008Q3,1.483,Japan,Train
2008Q4,1.359,Japan,Train
2009Q1,1.29066666666667,Japan,Train
2009Q2,1.41533333333333,Japan,Train
2009Q3,1.31933333333333,Japan,Train
2009Q4,1.30966666666667,Japan,Train
2010Q1,1.32133333333333,Japan,Train
2010Q2,1.20766666666667,Japan,Train
2010Q3,0.998666666666667,Japan,Train
2010Q4,1.06566666666667,Japan,Train
2011Q1,1.22266666666667,Japan,Train
2011Q2,1.139,Japan,Train
2011Q3,1.02433333333333,Japan,Train
2011Q4,1.02366666666667,Japan,Train
2012Q1,0.962333333333333,Japan,Train
2012Q2,0.849666666666667,Japan,Train
2012Q3,0.779,Japan,Train
2012Q4,0.751333333333333,Japan,Train
2013Q1,0.645333333333333,Japan,Train
2013Q2,0.763333333333333,Japan,Train
2013Q3,0.722333333333333,Japan,Train
2013Q4,0.627666666666666,Japan,Train
2014Q1,0.601666666666667,Japan,Train
2014Q2,0.570666666666667,Japan,Train
2014Q3,0.504,Japan,Train
2014Q4,0.405,Japan,Train
2015Q1,0.335,Japan,Train
2015Q2,0.395,Japan,Train
2015Q3,0.38,Japan,Train
2015Q4,0.29,Japan,Train
2016Q1,-0.0066666666666666,Japan,Train
2016Q2,-0.145,Japan,Train
2016Q3,-0.116666666666667,Japan,Train
2016Q4,0.0033333333333333,Japan,Train
2017Q1,0.0666666666666667,Japan,Train
2017Q2,0.0433333333333333,Japan,Train
2017Q3,0.0483333333333333,Japan,Train
2017Q4,0.0483333333333333,Japan,Train
2018Q1,0.0566666666666667,Japan,Train
2018Q2,0.0366666666666667,Japan,Train
2018Q3,0.0983333333333333,Japan,Train
2018Q4,0.0683333333333334,Japan,Train
2001Q1,7.78666666666667,Latvia,Train
2001Q2,7.68,Latvia,Train
2001Q3,7.66333333333333,Latvia,Train
2001Q4,7.16333333333333,Latvia,Train
2002Q1,6.04333333333333,Latvia,Train
2002Q2,5.58333333333333,Latvia,Train
2002Q3,5.27333333333333,Latvia,Train
2002Q4,4.73333333333333,Latvia,Train
2003Q1,4.79333333333333,Latvia,Train
2003Q2,4.94333333333333,Latvia,Train
2003Q3,4.84666666666667,Latvia,Train
2003Q4,5.02,Latvia,Train
2004Q1,5.03,Latvia,Train
2004Q2,4.92333333333333,Latvia,Train
2004Q3,4.88,Latvia,Train
2004Q4,4.59666666666667,Latvia,Train
2005Q1,4.08666666666667,Latvia,Train
2005Q2,3.87,Latvia,Train
2005Q3,3.87,Latvia,Train
2005Q4,3.67333333333333,Latvia,Train
2006Q1,3.6,Latvia,Train
2006Q2,3.78,Latvia,Train
2006Q3,4.35333333333333,Latvia,Train
2006Q4,4.8,Latvia,Train
2007Q1,5.04333333333333,Latvia,Train
2007Q2,5.72333333333333,Latvia,Train
2007Q3,5.27,Latvia,Train
2007Q4,5.09333333333333,Latvia,Train
2008Q1,5.35666666666667,Latvia,Train
2008Q2,6.03666666666667,Latvia,Train
2008Q3,6.59,Latvia,Train
2008Q4,7.74333333333333,Latvia,Train
2009Q1,11.1533333333333,Latvia,Train
2009Q2,11.6633333333333,Latvia,Train
2009Q3,12.9433333333333,Latvia,Train
2009Q4,13.67,Latvia,Train
2010Q1,12.64,Latvia,Train
2010Q2,10.1266666666667,Latvia,Train
2010Q3,9.99,Latvia,Train
2010Q4,8.59333333333334,Latvia,Train
2011Q1,6.01333333333333,Latvia,Train
2011Q2,6.23333333333333,Latvia,Train
2011Q3,5.62333333333333,Latvia,Train
2011Q4,5.76,Latvia,Train
2012Q1,5.44666666666667,Latvia,Train
